policy_id,vehicle_id,period_month,state_code,region,sales_channel,business_type,vehicle_make,vehicle_model,coverage_type,loss_category,catastrophe_flag,exposure_units,earned_premium,on_level_premium,claim_count,incurred_loss
POL1030866,VEH2030866,2025-10,TX,South,Direct,New Business,Titan,Titan Sport,Comprehensive,Other,No,0.807,93.61,94.55,0,0.0
POL1030937,VEH2030937,2025-10,TX,South,Independent Agent,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.721,101.27,102.16,0,0.0
POL1031709,VEH2031709,2025-10,TX,South,Independent Agent,Renewal,Summit,Summit Max,Comprehensive,Other,No,0.726,116.21,114.67,0,0.0
POL1032056,VEH2032056,2025-10,TX,South,Independent Agent,Renewal,Titan,Titan Work,Comprehensive,Other,No,0.9,119.8,122.15,0,0.0
POL1032147,VEH2032147,2025-10,TX,South,Direct,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.991,114.48,115.51,0,0.0
POL1032219,VEH2032219,2025-10,TX,South,Partner,Renewal,Titan,Titan Max,Comprehensive,Other,No,0.887,117.65,117.03,0,0.0
POL1032542,VEH2032542,2025-10,TX,South,Direct,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.754,96.37,96.79,0,0.0
POL1032863,VEH2032863,2025-10,TX,South,Direct,Renewal,Falcon,Falcon Prime,Comprehensive,Other,No,0.946,141.19,137.89,0,0.0
POL1033216,VEH2033216,2025-10,TX,South,Independent Agent,Renewal,Titan,Titan Work,Comprehensive,Other,No,0.805,83.02,83.33,0,0.0
POL1033293,VEH2033293,2025-10,TX,South,Independent Agent,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.752,77.41,77.96,0,0.0
POL1033402,VEH2033402,2025-10,TX,South,Direct,Renewal,Titan,Titan Crew,Comprehensive,Other,No,0.902,108.29,109.08,0,0.0
POL1033776,VEH2033776,2025-10,TX,South,Independent Agent,New Business,Orion,Orion GT,Comprehensive,Other,No,0.945,108.63,109.45,0,0.0
POL1033805,VEH2033805,2025-10,TX,South,Direct,New Business,Falcon,Falcon EV,Comprehensive,Other,No,0.962,135.31,135.91,0,0.0
POL1034141,VEH2034141,2025-10,TX,South,Independent Agent,New Business,Apex,Apex Cross,Comprehensive,Other,No,0.719,102.43,104.4,0,0.0
POL1034196,VEH2034196,2025-10,TX,South,Direct,Renewal,Titan,Titan Crew,Comprehensive,Other,No,0.841,107.01,108.08,0,0.0
POL1034484,VEH2034484,2025-10,TX,South,Independent Agent,New Business,Orion,Orion Base,Comprehensive,Other,No,0.74,91.86,93.15,0,0.0
POL1034512,VEH2034512,2025-10,TX,South,Partner,Renewal,Summit,Summit Max,Comprehensive,Other,No,0.897,124.32,125.2,0,0.0
POL1034599,VEH2034599,2025-10,TX,South,Independent Agent,Renewal,Cascade,Cascade Trail,Comprehensive,Other,No,0.751,71.8,72.26,0,0.0
POL1034607,VEH2034607,2025-10,TX,South,Independent Agent,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.741,93.56,94.16,0,0.0
POL1034826,VEH2034826,2025-10,TX,South,Independent Agent,Renewal,Nova,Nova X,Comprehensive,Other,No,0.902,116.94,117.29,0,0.0
POL1035308,VEH2035308,2025-10,TX,South,Direct,Renewal,Titan,Titan Work,Comprehensive,Other,No,0.805,108.77,107.02,0,0.0
POL1035793,VEH2035793,2025-10,TX,South,Partner,Renewal,Titan,Titan Sport,Comprehensive,Other,No,0.815,129.71,127.39,0,0.0
POL1036144,VEH2036144,2025-10,TX,South,Partner,Renewal,Orion,Orion Base,Comprehensive,Other,No,0.746,124.28,126.12,0,0.0
POL1036420,VEH2036420,2025-10,TX,South,Independent Agent,New Business,Summit,Summit Peak,Comprehensive,Other,No,0.947,115.69,114.41,0,0.0
POL1036866,VEH2036866,2025-10,TX,South,Direct,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.877,57.39,57.41,0,0.0
POL1037232,VEH2037232,2025-10,TX,South,Direct,Renewal,Summit,Summit Ridge,Comprehensive,Other,No,0.894,81.68,79.47,0,0.0
POL1037508,VEH2037508,2025-10,TX,South,Independent Agent,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.906,141.65,141.71,0,0.0
POL1038081,VEH2038081,2025-10,TX,South,Direct,Renewal,Metro,Metro One,Comprehensive,Other,No,0.774,69.88,68.69,0,0.0
POL1038217,VEH2038217,2025-10,TX,South,Independent Agent,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.781,91.44,92.23,0,0.0
POL1038330,VEH2038330,2025-10,TX,South,Independent Agent,Renewal,Summit,Summit Max,Comprehensive,Other,No,0.747,118.23,115.64,0,0.0
POL1038530,VEH2038530,2025-10,TX,South,Direct,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.714,74.84,75.78,0,0.0
POL1039565,VEH2039565,2025-10,TX,South,Partner,Renewal,Cascade,Cascade Trail,Comprehensive,Other,No,0.933,130.07,130.25,0,0.0
POL1039572,VEH2039572,2025-10,TX,South,Direct,Renewal,Falcon,Falcon Trail,Comprehensive,Other,No,0.995,137.79,135.09,0,0.0
POL1039651,VEH2039651,2025-10,TX,South,Independent Agent,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.948,153.49,155.15,0,0.0
POL1039704,VEH2039704,2025-10,TX,South,Direct,Renewal,Metro,Metro One,Comprehensive,Other,No,0.828,59.27,59.79,0,0.0
POL1039813,VEH2039813,2025-10,TX,South,Direct,Renewal,Falcon,Falcon S,Comprehensive,Other,No,0.898,152.08,152.85,0,0.0
POL1040025,VEH2040025,2025-10,TX,South,Independent Agent,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.702,86.43,86.69,0,0.0
POL1040508,VEH2040508,2025-10,TX,South,Partner,New Business,Cascade,Cascade Rain,Comprehensive,Other,No,0.759,103.0,104.6,0,0.0
POL1040915,VEH2040915,2025-10,TX,South,Independent Agent,New Business,Orion,Orion GT,Comprehensive,Other,No,0.845,91.19,90.49,0,0.0
POL1040950,VEH2040950,2025-10,TX,South,Partner,New Business,Summit,Summit Ridge,Comprehensive,Other,No,0.792,148.02,145.08,0,0.0
POL1041234,VEH2041234,2025-10,TX,South,Direct,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.844,75.18,74.97,0,0.0
POL1041390,VEH2041390,2025-10,TX,South,Independent Agent,New Business,Orion,Orion Base,Comprehensive,Other,No,0.885,68.27,67.06,0,0.0
POL1041597,VEH2041597,2025-10,TX,South,Independent Agent,Renewal,Cascade,Cascade Snow,Comprehensive,Other,No,0.835,97.34,97.75,0,0.0
POL1041708,VEH2041708,2025-10,TX,South,Direct,Renewal,Nova,Nova Glide,Comprehensive,Other,No,0.718,69.71,71.68,0,0.0
POL1041868,VEH2041868,2025-10,TX,South,Independent Agent,Renewal,Titan,Titan Sport,Comprehensive,Other,No,0.751,57.8,57.39,0,0.0
POL1041928,VEH2041928,2025-10,TX,South,Direct,Renewal,Titan,Titan Max,Comprehensive,Other,No,0.86,100.48,100.16,0,0.0
POL1042221,VEH2042221,2025-10,TX,South,Independent Agent,Renewal,Cascade,Cascade Rain,Comprehensive,Other,No,0.949,134.81,138.02,0,0.0
POL1042561,VEH2042561,2025-10,TX,South,Independent Agent,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.711,111.09,112.16,0,0.0
POL1042586,VEH2042586,2025-10,TX,South,Direct,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.974,140.06,139.21,0,0.0
POL1042630,VEH2042630,2025-10,TX,South,Partner,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.863,91.96,91.73,0,0.0
POL1042719,VEH2042719,2025-10,TX,South,Partner,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.806,112.92,110.95,0,0.0
POL1042772,VEH2042772,2025-10,TX,South,Independent Agent,New Business,Apex,Apex LX,Comprehensive,Other,No,0.886,114.81,116.25,0,0.0
POL1042859,VEH2042859,2025-10,TX,South,Independent Agent,New Business,Nova,Nova Glide,Comprehensive,Other,No,0.916,115.21,116.02,0,0.0
POL1042889,VEH2042889,2025-10,TX,South,Independent Agent,New Business,Nova,Nova Spark,Comprehensive,Other,No,0.749,83.79,84.38,0,0.0
POL1043105,VEH2043105,2025-10,TX,South,Independent Agent,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.833,88.6,88.99,0,0.0
POL1043179,VEH2043179,2025-10,TX,South,Independent Agent,Renewal,Cascade,Cascade Snow,Comprehensive,Other,No,0.849,118.86,120.4,0,0.0
POL1043430,VEH2043430,2025-10,TX,South,Independent Agent,Renewal,Orion,Orion GT,Comprehensive,Other,No,0.871,115.11,116.65,0,0.0
POL1043538,VEH2043538,2025-10,TX,South,Independent Agent,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.739,57.56,57.83,0,0.0
POL1043872,VEH2043872,2025-10,TX,South,Direct,Renewal,Nova,Nova Glide,Comprehensive,Other,No,0.721,67.71,66.45,0,0.0
POL1043877,VEH2043877,2025-10,TX,South,Independent Agent,New Business,Nova,Nova Spark,Comprehensive,Other,No,0.976,94.27,92.96,0,0.0
POL1044393,VEH2044393,2025-10,TX,South,Direct,Renewal,Orion,Orion GT,Comprehensive,Other,No,0.764,81.94,82.4,0,0.0
POL1044437,VEH2044437,2025-10,TX,South,Independent Agent,Renewal,Titan,Titan Sport,Comprehensive,Other,No,0.967,145.4,146.19,0,0.0
POL1044503,VEH2044503,2025-10,TX,South,Independent Agent,Renewal,Nova,Nova Glide,Comprehensive,Other,No,0.896,108.82,107.27,0,0.0
POL1044510,VEH2044510,2025-10,TX,South,Independent Agent,Renewal,Nova,Nova X,Comprehensive,Other,No,0.709,73.44,72.72,0,0.0
POL1044585,VEH2044585,2025-10,TX,South,Direct,New Business,Orion,Orion GT,Comprehensive,Other,No,0.834,94.85,93.79,0,0.0
POL1044636,VEH2044636,2025-10,TX,South,Direct,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.898,77.44,77.89,0,0.0
POL1045345,VEH2045345,2025-10,TX,South,Independent Agent,Renewal,Orion,Orion GT,Comprehensive,Other,No,0.853,101.61,101.42,0,0.0
POL1045965,VEH2045965,2025-10,TX,South,Independent Agent,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.993,104.67,106.79,0,0.0
POL1045987,VEH2045987,2025-10,TX,South,Independent Agent,Renewal,Titan,Titan Max,Comprehensive,Other,No,0.706,76.03,78.6,0,0.0
POL1046158,VEH2046158,2025-10,TX,South,Direct,Renewal,Summit,Summit Ridge,Comprehensive,Other,No,0.974,127.73,124.77,0,0.0
POL1046625,VEH2046625,2025-10,TX,South,Direct,Renewal,Titan,Titan Max,Comprehensive,Other,No,0.744,70.28,70.56,0,0.0
POL1046781,VEH2046781,2025-10,TX,South,Partner,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.913,126.57,130.32,1,462.59
POL1046913,VEH2046913,2025-10,TX,South,Direct,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.767,85.6,86.06,0,0.0
POL1047058,VEH2047058,2025-10,TX,South,Independent Agent,New Business,Titan,Titan Sport,Comprehensive,Other,No,0.939,134.44,131.81,0,0.0
POL1047239,VEH2047239,2025-10,TX,South,Direct,New Business,Titan,Titan Max,Comprehensive,Other,No,0.728,127.22,126.21,0,0.0
POL1047311,VEH2047311,2025-10,TX,South,Partner,New Business,Titan,Titan Crew,Comprehensive,Other,No,0.924,159.61,158.29,0,0.0
POL1048327,VEH2048327,2025-10,TX,South,Direct,Renewal,Apex,Apex Cross,Comprehensive,Other,No,0.713,107.61,111.66,0,0.0
POL1048443,VEH2048443,2025-10,TX,South,Independent Agent,Renewal,Cascade,Cascade Trail,Comprehensive,Other,No,0.898,141.14,141.52,0,0.0
POL1048499,VEH2048499,2025-10,TX,South,Partner,Renewal,Falcon,Falcon S,Comprehensive,Other,No,0.783,106.18,107.4,0,0.0
POL1049308,VEH2049308,2025-10,TX,South,Direct,New Business,Metro,Metro One,Comprehensive,Other,No,0.962,98.69,98.44,0,0.0
POL1049365,VEH2049365,2025-10,TX,South,Direct,Renewal,Nova,Nova Glide,Comprehensive,Other,No,0.902,75.2,77.06,0,0.0
POL1050035,VEH2050035,2025-10,TX,South,Independent Agent,New Business,Orion,Orion Base,Comprehensive,Other,No,0.877,95.2,94.83,0,0.0
POL1050432,VEH2050432,2025-10,TX,South,Direct,Renewal,Summit,Summit Max,Comprehensive,Other,No,0.994,104.67,104.92,0,0.0
POL1050671,VEH2050671,2025-10,TX,South,Independent Agent,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.799,124.53,123.74,0,0.0
POL1050926,VEH2050926,2025-10,TX,South,Direct,New Business,Falcon,Falcon S,Comprehensive,Other,No,0.796,131.94,136.49,0,0.0
POL1051053,VEH2051053,2025-10,TX,South,Independent Agent,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.801,92.73,92.18,0,0.0
POL1051713,VEH2051713,2025-10,TX,South,Direct,Renewal,Titan,Titan Crew,Comprehensive,Other,No,0.877,92.63,94.86,0,0.0
POL1052066,VEH2052066,2025-10,TX,South,Independent Agent,Renewal,Titan,Titan Sport,Comprehensive,Other,No,0.706,120.52,119.99,0,0.0
POL1052092,VEH2052092,2025-10,TX,South,Direct,New Business,Metro,Metro One,Comprehensive,Other,No,0.826,73.54,73.37,0,0.0
POL1052560,VEH2052560,2025-10,TX,South,Independent Agent,New Business,Cascade,Cascade Snow,Comprehensive,Other,No,0.765,128.6,130.26,0,0.0
POL1052721,VEH2052721,2025-10,TX,South,Partner,Renewal,Falcon,Falcon Trail,Comprehensive,Other,No,0.909,108.15,109.18,0,0.0
POL1053931,VEH2053931,2025-10,TX,South,Partner,New Business,Metro,Metro One,Comprehensive,Other,No,0.739,83.68,82.66,0,0.0
POL1053979,VEH2053979,2025-10,TX,South,Independent Agent,New Business,Apex,Apex Cross,Comprehensive,Other,No,0.875,114.63,116.33,0,0.0
POL1054000,VEH2054000,2025-10,TX,South,Independent Agent,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.906,101.22,101.57,0,0.0
POL1054143,VEH2054143,2025-10,TX,South,Direct,Renewal,Apex,Apex City,Comprehensive,Other,No,0.98,129.25,129.84,0,0.0
POL1054391,VEH2054391,2025-10,TX,South,Partner,Renewal,Nova,Nova Spark,Comprehensive,Other,No,0.963,133.5,133.55,0,0.0
POL1054913,VEH2054913,2025-10,TX,South,Independent Agent,Renewal,Orion,Orion GT,Comprehensive,Other,No,0.764,86.54,85.12,0,0.0
POL1055009,VEH2055009,2025-10,TX,South,Direct,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.724,74.05,73.37,0,0.0
POL1055060,VEH2055060,2025-10,TX,South,Partner,Renewal,Nova,Nova Spark,Comprehensive,Other,No,0.979,112.46,111.26,0,0.0
POL1055342,VEH2055342,2025-10,TX,South,Independent Agent,New Business,Apex,Apex City,Comprehensive,Other,No,0.945,113.44,111.63,0,0.0
POL1055756,VEH2055756,2025-10,TX,South,Partner,Renewal,Titan,Titan Sport,Comprehensive,Other,No,0.758,111.38,111.31,0,0.0
POL1055894,VEH2055894,2025-10,TX,South,Partner,New Business,Falcon,Falcon Prime,Comprehensive,Other,No,0.848,71.24,71.79,0,0.0
POL1055896,VEH2055896,2025-10,TX,South,Partner,Renewal,Titan,Titan Sport,Comprehensive,Other,No,0.874,143.01,140.79,0,0.0
POL1055913,VEH2055913,2025-10,TX,South,Direct,Renewal,Orion,Orion GT,Comprehensive,Other,No,0.827,84.43,84.48,0,0.0
POL1055930,VEH2055930,2025-10,TX,South,Direct,New Business,Orion,Orion Base,Comprehensive,Other,No,0.897,141.73,140.71,0,0.0
POL1056053,VEH2056053,2025-10,TX,South,Independent Agent,Renewal,Nova,Nova X,Comprehensive,Other,No,0.887,118.48,121.93,0,0.0
POL1056155,VEH2056155,2025-10,TX,South,Independent Agent,Renewal,Metro,Metro One,Comprehensive,Other,No,0.802,87.58,86.38,0,0.0
POL1056491,VEH2056491,2025-10,TX,South,Independent Agent,Renewal,Titan,Titan Sport,Comprehensive,Other,No,0.864,86.03,84.87,0,0.0
POL1056905,VEH2056905,2025-10,TX,South,Partner,Renewal,Titan,Titan Crew,Comprehensive,Other,No,0.864,135.16,135.54,0,0.0
POL1057524,VEH2057524,2025-10,TX,South,Independent Agent,Renewal,Titan,Titan Work,Comprehensive,Other,No,0.971,218.49,218.49,0,0.0
POL1058812,VEH2058812,2025-10,TX,South,Independent Agent,New Business,Falcon,Falcon Prime,Comprehensive,Theft,No,0.849,84.68,82.88,1,1184.2
POL1058978,VEH2058978,2025-10,TX,South,Partner,Renewal,Summit,Summit Peak,Comprehensive,Glass,No,0.847,99.56,99.47,1,213.93
POL1058997,VEH2058997,2025-10,TX,South,Partner,Renewal,Apex,Apex Cross,Comprehensive,Other,No,0.932,129.86,129.67,0,0.0
POL1059003,VEH2059003,2025-10,TX,South,Partner,New Business,Cascade,Cascade Rain,Comprehensive,Other,No,0.74,80.65,80.59,0,0.0
POL1059428,VEH2059428,2025-10,TX,South,Independent Agent,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.743,95.17,96.64,0,0.0
POL1059465,VEH2059465,2025-10,TX,South,Partner,Renewal,Titan,Titan Max,Comprehensive,Other,No,0.798,94.42,92.6,0,0.0
POL1000151,VEH2000151,2025-10,WA,West,Independent Agent,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.825,72.49,71.8,0,0.0
POL1000553,VEH2000553,2025-10,WA,West,Independent Agent,Renewal,Apex,Apex Cross,Comprehensive,Other,No,0.838,83.37,82.92,0,0.0
POL1000845,VEH2000845,2025-10,WA,West,Direct,New Business,Orion,Orion Base,Comprehensive,Other,No,0.918,74.63,73.73,0,0.0
POL1000866,VEH2000866,2025-10,WA,West,Partner,Renewal,Titan,Titan Crew,Comprehensive,Other,No,0.733,92.24,91.88,0,0.0
POL1001033,VEH2001033,2025-10,WA,West,Independent Agent,Renewal,Summit,Summit Max,Comprehensive,Other,No,0.826,90.67,90.36,0,0.0
POL1001580,VEH2001580,2025-10,WA,West,Direct,Renewal,Titan,Titan Sport,Comprehensive,Other,No,0.727,93.55,92.73,0,0.0
POL1001648,VEH2001648,2025-10,WA,West,Partner,Renewal,Cascade,Cascade Trail,Comprehensive,Other,No,0.898,95.79,96.4,0,0.0
POL1002189,VEH2002189,2025-10,WA,West,Direct,Renewal,Cascade,Cascade Trail,Comprehensive,Other,No,0.976,93.09,93.55,0,0.0
POL1002224,VEH2002224,2025-10,WA,West,Partner,New Business,Cascade,Cascade Snow,Comprehensive,Other,No,0.74,77.63,77.7,0,0.0
POL1002274,VEH2002274,2025-10,WA,West,Direct,Renewal,Cascade,Cascade Snow,Comprehensive,Other,No,0.89,103.82,103.78,0,0.0
POL1002617,VEH2002617,2025-10,WA,West,Partner,New Business,Cascade,Cascade Snow,Comprehensive,Other,No,0.954,91.93,90.84,0,0.0
POL1002619,VEH2002619,2025-10,WA,West,Independent Agent,Renewal,Titan,Titan Work,Comprehensive,Other,No,0.809,92.83,92.95,0,0.0
POL1003131,VEH2003131,2025-10,WA,West,Direct,New Business,Titan,Titan Work,Comprehensive,Other,No,0.773,89.91,90.12,0,0.0
POL1003377,VEH2003377,2025-10,WA,West,Direct,Renewal,Apex,Apex Cross,Comprehensive,Other,No,0.823,67.26,66.01,0,0.0
POL1003444,VEH2003444,2025-10,WA,West,Independent Agent,Renewal,Metro,Metro One,Comprehensive,Other,No,0.907,72.14,71.55,0,0.0
POL1003700,VEH2003700,2025-10,WA,West,Independent Agent,Renewal,Falcon,Falcon Prime,Comprehensive,Other,No,0.815,69.35,69.97,0,0.0
POL1003894,VEH2003894,2025-10,WA,West,Independent Agent,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.78,82.29,81.62,0,0.0
POL1005697,VEH2005697,2025-10,WA,West,Direct,New Business,Apex,Apex Cross,Comprehensive,Other,No,0.785,82.04,82.11,0,0.0
POL1007918,VEH2007918,2025-10,WA,West,Independent Agent,Renewal,Cascade,Cascade Rain,Comprehensive,Other,No,0.885,84.62,85.06,0,0.0
POL1009031,VEH2009031,2025-10,WA,West,Independent Agent,New Business,Apex,Apex City,Comprehensive,Other,No,0.853,93.4,96.13,0,0.0
POL1009307,VEH2009307,2025-10,WA,West,Partner,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.805,115.97,115.86,0,0.0
POL1009516,VEH2009516,2025-10,WA,West,Independent Agent,Renewal,Falcon,Falcon EV,Comprehensive,Other,No,0.774,68.03,68.85,0,0.0
POL1010599,VEH2010599,2025-10,WA,West,Partner,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.78,82.27,81.01,0,0.0
POL1010602,VEH2010602,2025-10,WA,West,Independent Agent,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.785,76.04,77.06,0,0.0
POL1012213,VEH2012213,2025-10,WA,West,Independent Agent,Renewal,Falcon,Falcon S,Comprehensive,Other,No,0.852,101.51,99.75,0,0.0
POL1012750,VEH2012750,2025-10,WA,West,Independent Agent,Renewal,Apex,Apex LX,Comprehensive,Other,No,0.778,70.84,70.96,0,0.0
POL1013821,VEH2013821,2025-10,WA,West,Partner,New Business,Nova,Nova Spark,Comprehensive,Other,No,0.824,98.79,96.81,0,0.0
POL1015352,VEH2015352,2025-10,WA,West,Independent Agent,Renewal,Cascade,Cascade Snow,Comprehensive,Other,No,0.896,140.39,140.29,0,0.0
POL1015827,VEH2015827,2025-10,WA,West,Independent Agent,Renewal,Titan,Titan Work,Comprehensive,Other,No,0.849,106.8,106.24,0,0.0
POL1015855,VEH2015855,2025-10,WA,West,Partner,Renewal,Apex,Apex Cross,Comprehensive,Glass,No,0.798,64.2,63.51,1,210.33
POL1016136,VEH2016136,2025-10,WA,West,Direct,Renewal,Falcon,Falcon EV,Comprehensive,Other,No,0.837,54.99,54.09,0,0.0
POL1016180,VEH2016180,2025-10,WA,West,Independent Agent,Renewal,Falcon,Falcon EV,Comprehensive,Other,No,0.838,96.66,96.95,0,0.0
POL1016261,VEH2016261,2025-10,WA,West,Partner,Renewal,Summit,Summit Max,Comprehensive,Other,No,0.87,120.05,118.04,0,0.0
POL1017047,VEH2017047,2025-10,WA,West,Direct,Renewal,Falcon,Falcon S,Comprehensive,Other,No,0.926,133.17,131.55,0,0.0
POL1017206,VEH2017206,2025-10,WA,West,Independent Agent,Renewal,Metro,Metro One,Comprehensive,Other,No,0.804,43.58,42.65,0,0.0
POL1018292,VEH2018292,2025-10,WA,West,Independent Agent,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.967,108.47,107.67,0,0.0
POL1018531,VEH2018531,2025-10,WA,West,Independent Agent,Renewal,Apex,Apex Cross,Comprehensive,Other,No,0.847,86.6,86.98,0,0.0
POL1018634,VEH2018634,2025-10,WA,West,Direct,Renewal,Summit,Summit Ridge,Comprehensive,Other,No,0.778,77.34,76.93,0,0.0
POL1019457,VEH2019457,2025-10,WA,West,Direct,Renewal,Orion,Orion GT,Comprehensive,Other,No,0.804,58.72,59.3,0,0.0
POL1019829,VEH2019829,2025-10,WA,West,Direct,Renewal,Titan,Titan Crew,Comprehensive,Other,No,0.909,83.04,82.05,0,0.0
POL1020763,VEH2020763,2025-10,WA,West,Independent Agent,Renewal,Nova,Nova Spark,Comprehensive,Other,No,0.984,46.29,47.17,0,0.0
POL1021398,VEH2021398,2025-10,WA,West,Independent Agent,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.943,123.28,124.3,0,0.0
POL1021649,VEH2021649,2025-10,WA,West,Independent Agent,Renewal,Nova,Nova Spark,Comprehensive,Other,No,0.847,109.46,108.64,0,0.0
POL1022581,VEH2022581,2025-10,WA,West,Independent Agent,Renewal,Orion,Orion GT,Comprehensive,Other,No,0.711,77.31,77.33,0,0.0
POL1023401,VEH2023401,2025-10,WA,West,Independent Agent,New Business,Metro,Metro Plus,Comprehensive,Other,No,0.732,60.75,60.61,0,0.0
POL1023610,VEH2023610,2025-10,WA,West,Partner,Renewal,Nova,Nova X,Comprehensive,Other,No,0.798,78.79,80.21,0,0.0
POL1023904,VEH2023904,2025-10,WA,West,Independent Agent,New Business,Cascade,Cascade Rain,Comprehensive,Other,No,0.96,68.22,66.97,0,0.0
POL1024095,VEH2024095,2025-10,WA,West,Direct,Renewal,Summit,Summit Peak,Comprehensive,Other,No,0.849,124.19,124.83,0,0.0
POL1024308,VEH2024308,2025-10,WA,West,Partner,Renewal,Apex,Apex City,Comprehensive,Other,No,0.913,108.67,109.53,0,0.0
POL1024467,VEH2024467,2025-10,WA,West,Direct,Renewal,Nova,Nova X,Comprehensive,Other,No,0.902,75.54,75.55,0,0.0
POL1024480,VEH2024480,2025-10,WA,West,Independent Agent,New Business,Cascade,Cascade Rain,Comprehensive,Other,No,0.951,108.5,107.8,0,0.0
POL1024854,VEH2024854,2025-10,WA,West,Direct,Renewal,Orion,Orion Base,Comprehensive,Other,No,0.957,93.32,92.22,0,0.0
POL1025338,VEH2025338,2025-10,WA,West,Direct,Renewal,Falcon,Falcon Prime,Comprehensive,Other,No,0.836,95.37,95.48,0,0.0
POL1025794,VEH2025794,2025-10,WA,West,Partner,New Business,Metro,Metro Plus,Comprehensive,Other,No,0.782,90.37,90.72,0,0.0
POL1025803,VEH2025803,2025-10,WA,West,Independent Agent,New Business,Apex,Apex Cross,Comprehensive,Other,No,0.907,109.6,110.92,0,0.0
POL1026163,VEH2026163,2025-10,WA,West,Direct,New Business,Falcon,Falcon S,Comprehensive,Other,No,0.834,111.14,108.63,0,0.0
POL1028194,VEH2028194,2025-10,WA,West,Independent Agent,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.952,59.91,60.16,0,0.0
POL1028277,VEH2028277,2025-10,WA,West,Direct,New Business,Titan,Titan Work,Comprehensive,Other,No,0.85,145.24,149.25,0,0.0
POL1028636,VEH2028636,2025-10,WA,West,Independent Agent,Renewal,Titan,Titan Work,Comprehensive,Other,No,0.886,116.55,118.1,0,0.0
POL1029262,VEH2029262,2025-10,WA,West,Partner,Renewal,Nova,Nova Spark,Comprehensive,Other,No,0.967,74.51,74.31,0,0.0
POL1030250,VEH2030250,2025-10,WA,West,Independent Agent,Renewal,Falcon,Falcon EV,Comprehensive,Other,No,0.939,117.56,117.76,0,0.0
POL1030447,VEH2030447,2025-10,WA,West,Independent Agent,New Business,Metro,Metro Wagon,Comprehensive,Other,No,0.854,88.85,89.51,0,0.0
POL1030640,VEH2030640,2025-10,WA,West,Direct,Renewal,Falcon,Falcon Trail,Comprehensive,Other,No,0.775,63.08,63.47,0,0.0
POL1031536,VEH2031536,2025-10,WA,West,Independent Agent,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.864,66.0,66.13,0,0.0
POL1032783,VEH2032783,2025-10,WA,West,Direct,New Business,Nova,Nova Spark,Comprehensive,Other,No,0.972,92.61,92.19,0,0.0
POL1032924,VEH2032924,2025-10,WA,West,Independent Agent,Renewal,Cascade,Cascade Trail,Comprehensive,Other,No,0.899,65.77,66.41,0,0.0
POL1032933,VEH2032933,2025-10,WA,West,Partner,Renewal,Titan,Titan Work,Comprehensive,Other,No,0.939,167.01,168.56,0,0.0
POL1033554,VEH2033554,2025-10,WA,West,Direct,Renewal,Metro,Metro Wagon,Comprehensive,Other,No,0.739,65.86,64.6,0,0.0
POL1033703,VEH2033703,2025-10,WA,West,Independent Agent,Renewal,Metro,Metro Plus,Comprehensive,Other,No,0.838,67.46,67.32,0,0.0
POL1034385,VEH2034385,2025-10,WA,West,Independent Agent,New Business,Nova,Nova Glide,Comprehensive,Other,No,0.744,119.98,118.49,0,0.0
POL1034556,VEH2034556,2025-10,WA,West,Partner,Renewal,Orion,Orion Touring,Comprehensive,Other,No,0.903,92.52,93.29,0,0.0
